BEGIN_DATE,Low,High,Precipitation,snow,snowdepth,windgust,windspeed,cloudcover,visibility,conditions,description,Sum_Crashes,Sum_Fatalities,text
11/30/2021,30.3,49.9,0,0,5.16,,7.5,47,6.7,Partially cloudy,Partly cloudy throughout the day.,2161,2161,Partly cloudy throughout the day.
12/1/2021,31,54.6,0,0,5.06,,8,44.7,8.1,Partially cloudy,Partly cloudy throughout the day.,2162,2162,Partly cloudy throughout the day.
12/2/2021,32.3,55.8,0,0,4.95,,12.6,13,9.4,Clear,Clear conditions throughout the day.,2163,2163,Clear conditions throughout the day.
12/3/2021,32.4,51.2,0,0,4.89,25.3,10.8,8,8.3,Clear,Clear conditions throughout the day.,2164,2164,Clear conditions throughout the day.
12/4/2021,31.1,55.6,0,0.71,5.5,,12.8,32.9,8.6,Partially cloudy,Partly cloudy throughout the day.,2165,2165,Partly cloudy throughout the day.
12/5/2021,33.8,54.8,0,0,5.46,,19.1,38.7,9.9,Partially cloudy,Partly cloudy throughout the day.,2166,2166,Partly cloudy throughout the day.
12/6/2021,29.7,42.8,0,0,5.44,,8.8,74,9.9,Partially cloudy,Partly cloudy throughout the day.,2167,2167,Partly cloudy throughout the day.
12/7/2021,34,50.9,0,0.36,5.36,,10.1,56.5,9.9,Partially cloudy,Clearing in the afternoon.,2168,2168,Clearing in the afternoon.
12/8/2021,33.2,50.8,0,4.09,5.58,33.3,18.3,57.9,9.9,Partially cloudy,Becoming cloudy in the afternoon.,2169,2169,Becoming cloudy in the afternoon.
12/9/2021,29.7,44.8,0.49,4.62,8.06,21.9,13.2,97.9,4.9,"Snow, Overcast",Cloudy skies throughout the day with snow.,2170,2170,Cloudy skies throughout the day with snow.
12/10/2021,24.8,31.6,0.04,1.37,7.65,25.3,13.2,82.7,9.1,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,2171,2171,Partly cloudy throughout the day with morning snow.
12/11/2021,22.6,30.8,0,0.62,7.47,25.3,16.8,72.4,9.9,Partially cloudy,Partly cloudy throughout the day.,2172,2172,Partly cloudy throughout the day.
12/12/2021,31.8,48.2,0,0,6.84,28.9,18.7,88,9.9,Partially cloudy,Partly cloudy throughout the day.,2173,2173,Partly cloudy throughout the day.
12/13/2021,38.7,49.5,0,4.4,8.59,39.7,24.9,85.9,9.9,Partially cloudy,Partly cloudy throughout the day.,2174,2174,Partly cloudy throughout the day.
12/14/2021,31.9,54.8,0.31,8.13,12.72,43.6,28.1,72.5,8.7,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,2175,2175,Partly cloudy throughout the day with late afternoon snow.
12/15/2021,21.8,31.8,0.09,2.57,13.79,29.9,25.1,61.5,7.3,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,2176,2176,Partly cloudy throughout the day with early morning snow.
12/16/2021,27.6,36.8,0,0,12.42,33.3,23.5,93,9,Overcast,Cloudy skies throughout the day.,2177,2177,Cloudy skies throughout the day.
12/17/2021,26.3,36.7,0,0,11.44,23,14.7,81.7,9.7,Partially cloudy,Partly cloudy throughout the day.,2178,2178,Partly cloudy throughout the day.
12/18/2021,20.5,35.1,0,0,10.25,19.7,11.5,36,9.8,Partially cloudy,Partly cloudy throughout the day.,2179,2179,Partly cloudy throughout the day.
12/19/2021,17.9,33,0,0,9.39,,9,61.2,8.3,Partially cloudy,Partly cloudy throughout the day.,2180,2180,Partly cloudy throughout the day.
12/20/2021,22.2,39,0,0.15,8.53,,5.9,50.6,6.1,Partially cloudy,Partly cloudy throughout the day.,2181,2181,Partly cloudy throughout the day.
12/21/2021,22.3,37.1,0,0.1,7.91,,6.7,31.5,4.2,Partially cloudy,Partly cloudy throughout the day.,2182,2182,Partly cloudy throughout the day.
12/22/2021,18.5,31.9,0,0.01,7.56,19.7,8.1,76.1,2.7,Partially cloudy,Partly cloudy throughout the day.,2183,2183,Partly cloudy throughout the day.
12/23/2021,29,48.4,0.1,0.29,6.32,49.4,27.7,85.6,9,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,2184,2184,Partly cloudy throughout the day with late afternoon snow.
12/24/2021,36,44.7,0.02,9.64,14.59,35.4,23.8,89.4,9.9,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,2185,2185,Partly cloudy throughout the day with late afternoon snow.
12/25/2021,36,48.4,0,5.33,17.92,38.6,23.2,83.4,9.9,Partially cloudy,Partly cloudy throughout the day.,2186,2186,Partly cloudy throughout the day.
12/26/2021,28.8,42.7,0.12,1.47,12.39,46.5,25.2,87.3,9.2,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,2187,2187,Partly cloudy throughout the day with morning snow.
12/27/2021,23.9,38.7,0.09,1.47,10.16,41.3,29.1,85.6,8.7,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,2188,2188,Partly cloudy throughout the day with late afternoon snow.
12/28/2021,19.2,24.8,0.02,0.59,10.75,,7.7,95.1,8.5,"Snow, Overcast",Cloudy skies throughout the day with late afternoon snow.,2189,2189,Cloudy skies throughout the day with late afternoon snow.
12/29/2021,16.8,33,0,0,4.84,33.4,20.6,87.6,9.7,Partially cloudy,Partly cloudy throughout the day.,2190,2190,Partly cloudy throughout the day.
12/30/2021,31.8,42.6,0.11,0,0,36.8,24.8,95,8.4,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,2191,2191,Cloudy skies throughout the day with late afternoon rain.
12/31/2021,15.3,31.7,0.21,0,0,,13.4,92,6.7,"Snow, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,2192,2192,Cloudy skies throughout the day with a chance of rain throughout the day.
1/1/2022,11.8,22.6,0,13.57,13.57,,13.7,32.6,9.9,Partially cloudy,Partly cloudy throughout the day.,2193,2193,Partly cloudy throughout the day.
1/2/2022,10.8,24.6,0,0,12.67,,10.3,28.7,9.9,Partially cloudy,Becoming cloudy in the afternoon.,2194,2194,Becoming cloudy in the afternoon.
1/3/2022,14.3,31.9,0,0.1,11.67,,8.3,62.8,9.7,Partially cloudy,Partly cloudy throughout the day.,2195,2195,Partly cloudy throughout the day.
1/4/2022,30.2,39.4,0,0.84,11.98,35.7,22.3,86.8,9.7,Partially cloudy,Partly cloudy throughout the day.,2196,2196,Partly cloudy throughout the day.
1/5/2022,30.9,40.7,0.32,1.35,13.33,18.3,13.3,97.9,6.7,"Snow, Overcast",Cloudy skies throughout the day with snow.,2197,2197,Cloudy skies throughout the day with snow.
1/6/2022,35.1,50.9,0.05,5.53,17.44,,10.6,84.2,8.3,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,2198,2198,Partly cloudy throughout the day with snow clearing later.
1/7/2022,39.7,57.3,0,2.8,19.31,42,27.9,67.4,9.9,Partially cloudy,Partly cloudy throughout the day.,2199,2199,Partly cloudy throughout the day.
1/8/2022,29.7,42.9,0.01,3.6,22.91,20.8,14.5,51.5,9.9,"Snow, Partially cloudy",Clearing in the afternoon with early morning snow.,2200,2200,Clearing in the afternoon with early morning snow.
1/9/2022,25.6,39.6,0,0,22.56,,6.8,22.4,9.9,Partially cloudy,Becoming cloudy in the afternoon.,2201,2201,Becoming cloudy in the afternoon.
1/10/2022,24.8,39.6,0,0,21.9,26.4,11,16.2,9.9,Clear,Clear conditions throughout the day.,2202,2202,Clear conditions throughout the day.
1/11/2022,23.8,40.7,0,0,21.5,27.7,7.7,31.1,7.9,Partially cloudy,Becoming cloudy in the afternoon.,2203,2203,Becoming cloudy in the afternoon.
1/12/2022,26.8,44,0,0,21,6.3,9.9,53.9,7.6,Partially cloudy,Partly cloudy throughout the day.,2204,2204,Partly cloudy throughout the day.
1/13/2022,26.9,42.3,0,8.8,26.2,28.9,9.8,56.2,6.5,Partially cloudy,Partly cloudy throughout the day.,2205,2205,Partly cloudy throughout the day.
1/14/2022,27,40.8,0,0,28.9,11.4,10.6,39.2,7,Partially cloudy,Clearing in the afternoon.,2206,2206,Clearing in the afternoon.
1/15/2022,26,42.8,0,0,28.6,6.5,8,33.5,7.6,Partially cloudy,Partly cloudy throughout the day.,2207,2207,Partly cloudy throughout the day.
1/16/2022,22.9,40.8,0,0,28.2,5.6,7.9,35.6,5.5,Partially cloudy,Partly cloudy throughout the day.,2208,2208,Partly cloudy throughout the day.
1/17/2022,23.9,37.1,0,0,28,5.1,5.7,69,5,Partially cloudy,Partly cloudy throughout the day.,2209,2209,Partly cloudy throughout the day.
1/18/2022,25.1,38.8,0,0,27.8,5.1,6,74,3.5,Partially cloudy,Partly cloudy throughout the day.,2210,2210,Partly cloudy throughout the day.
1/19/2022,26.2,35.8,0,0.7,25.9,13.2,10.2,60.8,3.8,Partially cloudy,Partly cloudy throughout the day.,2211,2211,Partly cloudy throughout the day.
1/20/2022,22.8,38.8,0.05,0.7,16.9,12.3,10.9,69.3,4.8,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,2212,2212,Partly cloudy throughout the day with late afternoon snow.
1/21/2022,28.9,38,0.01,0.8,12,21.9,15.2,76.6,7.1,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,2213,2213,Partly cloudy throughout the day with early morning snow.
1/22/2022,22.7,34.9,0,16.5,22.4,8.7,10.2,31.3,9.5,Partially cloudy,Partly cloudy throughout the day.,2214,2214,Partly cloudy throughout the day.
1/23/2022,21.7,36.9,0,0.7,27.8,9.4,6.7,26.1,9.8,Partially cloudy,Clearing in the afternoon.,2215,2215,Clearing in the afternoon.
1/24/2022,24,42,0,0.6,26.5,6.3,7.8,57.7,8.8,Partially cloudy,Partly cloudy throughout the day.,2216,2216,Partly cloudy throughout the day.
1/25/2022,27.8,38.1,0.02,0.3,24.6,25.3,15.6,57.9,8.3,"Snow, Partially cloudy",Clearing in the afternoon with morning snow.,2217,2217,Clearing in the afternoon with morning snow.
1/26/2022,21.7,38.7,0,5.4,27.1,8.7,8.3,34.7,9.9,Partially cloudy,Partly cloudy throughout the day.,2218,2218,Partly cloudy throughout the day.
1/27/2022,19.9,35,0,0.3,28.8,11.6,12.8,10.3,9.9,Clear,Clear conditions throughout the day.,2219,2219,Clear conditions throughout the day.
1/28/2022,20.6,37.9,0,0.5,29.1,6.3,7.3,0,9.8,Clear,Clear conditions throughout the day.,2220,2220,Clear conditions throughout the day.
1/29/2022,19,37.3,0,0,29.2,6.7,10,1,7.8,Clear,Clear conditions throughout the day.,2221,2221,Clear conditions throughout the day.
1/30/2022,20,38,0,0,28.9,23,8,11.2,6,Clear,Clear conditions throughout the day.,2222,2222,Clear conditions throughout the day.
1/31/2022,22.2,44.8,0,0.1,29,21.9,20.5,37.5,8.1,Partially cloudy,Partly cloudy throughout the day.,2223,2223,Partly cloudy throughout the day.
2/1/2022,20.8,31.8,0,0.7,20.4,23.3,16,39.9,9.9,Partially cloudy,Partly cloudy throughout the day.,2224,2224,Partly cloudy throughout the day.
2/2/2022,16.8,25.9,0.07,0.6,14.2,18.6,14.9,53,8.9,"Snow, Partially cloudy",Clearing in the afternoon with snow clearing later.,2225,2225,Clearing in the afternoon with snow clearing later.
2/3/2022,14.8,28.7,0,4.6,16,11.6,10.3,45.4,9.9,Partially cloudy,Partly cloudy throughout the day.,2226,2226,Partly cloudy throughout the day.
2/4/2022,16.7,34.8,0,2,18.6,8.7,9.9,21.5,9.8,Partially cloudy,Partly cloudy throughout the day.,2227,2227,Partly cloudy throughout the day.
2/5/2022,21,41.9,0,3.4,21.4,8.3,8.5,50.6,9.9,Partially cloudy,Partly cloudy throughout the day.,2228,2228,Partly cloudy throughout the day.
2/6/2022,23,38.8,0,3.7,24.8,11.2,11.4,28.7,9.9,Partially cloudy,Becoming cloudy in the afternoon.,2229,2229,Becoming cloudy in the afternoon.
2/7/2022,24,45.9,0,3.5,28.2,9.2,10.3,6.2,9.9,Clear,Clear conditions throughout the day.,2230,2230,Clear conditions throughout the day.
2/8/2022,26.1,46.7,0,0,29.2,7.8,8.8,12.7,9.3,Clear,Clear conditions throughout the day.,2231,2231,Clear conditions throughout the day.
2/9/2022,29.2,47.7,0,0,28.8,19.7,10.8,65.6,9.5,Partially cloudy,Partly cloudy throughout the day.,2232,2232,Partly cloudy throughout the day.
2/10/2022,28.2,49.7,0,0.3,28.7,7.6,7.7,59.5,9.7,Partially cloudy,Partly cloudy throughout the day.,2233,2233,Partly cloudy throughout the day.
2/11/2022,30.9,52.8,0,0,28.3,18.3,13.2,32.9,9.6,Partially cloudy,Partly cloudy throughout the day.,2234,2234,Partly cloudy throughout the day.
2/12/2022,27,49.8,0,4.4,30.9,24.2,8.6,24.7,9.8,Partially cloudy,Becoming cloudy in the afternoon.,2235,2235,Becoming cloudy in the afternoon.
2/13/2022,28.2,55,0,0.2,32.3,7.4,8.9,0,9.9,Clear,Clear conditions throughout the day.,2236,2236,Clear conditions throughout the day.
2/14/2022,30.4,58.6,0,0.2,32.2,26.4,18.4,57.9,9.9,Partially cloudy,Partly cloudy throughout the day.,2237,2237,Partly cloudy throughout the day.
2/15/2022,35.6,51.7,0,1.9,23,33.3,19.6,75.6,9.8,Partially cloudy,Partly cloudy throughout the day.,2238,2238,Partly cloudy throughout the day.
2/16/2022,28.8,35.6,0.05,1.1,15.3,19.5,16.2,83.8,7.8,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.,2239,2239,Partly cloudy throughout the day with snow in the morning and afternoon.
2/17/2022,23,40.6,0,3.7,15.6,8.1,10.4,51.1,9.9,Partially cloudy,Partly cloudy throughout the day.,2240,2240,Partly cloudy throughout the day.
2/18/2022,28.8,49.6,0,12.3,24.4,6.7,11.1,39.8,9.9,Partially cloudy,Clearing in the afternoon.,2241,2241,Clearing in the afternoon.
2/19/2022,30.9,54.8,0,0,27.6,23,15.1,5.2,9.9,Clear,Clear conditions throughout the day.,2242,2242,Clear conditions throughout the day.
2/20/2022,36,56.6,0,6.4,25.7,34.5,21.9,62.4,9.9,Partially cloudy,Partly cloudy throughout the day.,2243,2243,Partly cloudy throughout the day.
2/21/2022,28,40.8,0.02,1.2,16.8,20.8,16.4,84.5,9.1,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,2244,2244,Partly cloudy throughout the day with morning rain or snow.
2/22/2022,24.2,35.9,0.03,1.5,11.9,41.4,21.2,86.8,9,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,2245,2245,Partly cloudy throughout the day with early morning snow.
2/23/2022,19.4,26.5,0.05,0.4,12,36.9,19.4,95.1,7.2,"Snow, Overcast",Cloudy skies throughout the day with snow.,2246,2246,Cloudy skies throughout the day with snow.
2/24/2022,13.6,28.6,0,1.5,12.3,10.3,11.7,89.4,8.7,Partially cloudy,Partly cloudy throughout the day.,2247,2247,Partly cloudy throughout the day.
2/25/2022,14.3,28.7,0.04,2.2,12.9,23,14.3,69.9,8.8,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,2248,2248,Partly cloudy throughout the day with early morning snow.
2/26/2022,15.8,35.5,0,22.6,27.6,8.1,8.4,8.1,9.9,Clear,Clear conditions throughout the day.,2249,2249,Clear conditions throughout the day.
2/27/2022,20.7,39.7,0,1.9,35.3,23,11.2,46,9.9,Partially cloudy,Partly cloudy throughout the day.,2250,2250,Partly cloudy throughout the day.
2/28/2022,23,49.9,0,0.4,34.7,23,12.1,16.8,9.8,Clear,Clear conditions throughout the day.,2251,2251,Clear conditions throughout the day.
3/1/2022,30,57.7,0,1,33.8,6.7,10.1,51.3,9.7,Partially cloudy,Partly cloudy throughout the day.,2252,2252,Partly cloudy throughout the day.
3/2/2022,35.3,64.1,0,2.4,32.3,10.5,9.4,61.1,9.8,Partially cloudy,Partly cloudy throughout the day.,2253,2253,Partly cloudy throughout the day.
3/3/2022,43.6,69.7,0,1.3,33.5,32.2,21,70.9,9.9,Partially cloudy,Partly cloudy throughout the day.,2254,2254,Partly cloudy throughout the day.
3/4/2022,47.3,58.8,0,4.3,32.1,34.4,17.9,88.2,9.9,Partially cloudy,Partly cloudy throughout the day.,2255,2255,Partly cloudy throughout the day.
3/5/2022,32,49.6,0.38,6.3,21.3,31.7,20.9,95.3,8.7,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,2256,2256,Cloudy skies throughout the day with late afternoon rain or snow.
3/6/2022,25.2,36.5,0.29,2.3,15.6,12.3,14.3,93,5.9,"Snow, Overcast",Cloudy skies throughout the day with snow clearing later.,2257,2257,Cloudy skies throughout the day with snow clearing later.
3/7/2022,21,34.6,0,2.2,15.1,11.6,9,59.8,9.9,Partially cloudy,Partly cloudy throughout the day.,2258,2258,Partly cloudy throughout the day.
3/8/2022,27.9,38.4,0.09,2.7,17,13.6,17.6,94,8.2,"Snow, Overcast",Cloudy skies throughout the day with late afternoon snow.,2259,2259,Cloudy skies throughout the day with late afternoon snow.
3/9/2022,27.7,37.6,0.11,1.1,18.4,23,17.8,87.9,8,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,2260,2260,Partly cloudy throughout the day with early morning snow.
3/10/2022,20.5,30.4,0,1.9,18.1,25.3,20.4,46.1,9.9,Partially cloudy,Clearing in the afternoon.,2261,2261,Clearing in the afternoon.
3/11/2022,19.7,41.6,0,0,17.1,8.3,13.7,49.3,9.9,Partially cloudy,Becoming cloudy in the afternoon.,2262,2262,Becoming cloudy in the afternoon.
3/12/2022,33.8,54.5,0,0.8,15.5,26.4,20.2,38.6,9.9,Partially cloudy,Partly cloudy throughout the day.,2263,2263,Partly cloudy throughout the day.
3/13/2022,37.8,49.5,0.1,11.3,22.9,32.2,20.6,81,9.7,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,2264,2264,Partly cloudy throughout the day with rain or snow.
3/14/2022,32.8,53.3,0,2.1,26.1,10.5,8.2,56.3,9.8,Partially cloudy,Becoming cloudy in the afternoon.,2265,2265,Becoming cloudy in the afternoon.
3/15/2022,36.9,61.6,0.01,0.6,26,28.9,19.7,65.5,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,2266,2266,Partly cloudy throughout the day with late afternoon rain or snow.
3/16/2022,39.6,50.8,0,13.4,34,31.7,23.4,85.6,9.5,Partially cloudy,Partly cloudy throughout the day.,2267,2267,Partly cloudy throughout the day.
3/17/2022,31.7,51.6,0,6.7,41.9,17.4,15.2,51.6,9.9,Partially cloudy,Partly cloudy throughout the day.,2268,2268,Partly cloudy throughout the day.
3/18/2022,34.8,56.5,0,0.5,43.4,17.2,11.3,62,9.9,Partially cloudy,Partly cloudy throughout the day.,2269,2269,Partly cloudy throughout the day.
3/19/2022,41.7,63.8,0,1.1,37.8,37.9,25.6,76,9.9,Partially cloudy,Partly cloudy throughout the day.,2270,2270,Partly cloudy throughout the day.
3/20/2022,33.8,55.5,0.16,1.6,34.3,31.3,22.2,89.9,7.8,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.,2271,2271,Partly cloudy throughout the day with snow in the morning and afternoon.
3/21/2022,29,45.7,0,9.5,38.7,25.3,19,45.3,9.9,Partially cloudy,Partly cloudy throughout the day.,2272,2272,Partly cloudy throughout the day.
3/22/2022,30.7,52.7,0,1.4,42,31,17.4,49.7,9.9,Partially cloudy,Partly cloudy throughout the day.,2273,2273,Partly cloudy throughout the day.
3/23/2022,33.9,59.6,0,0,41.1,7.8,9.5,9.4,9.9,Clear,Clear conditions throughout the day.,2274,2274,Clear conditions throughout the day.
3/24/2022,40.6,68.7,0,0,39.1,20.8,12.7,25,9.9,Partially cloudy,Clearing in the afternoon.,2275,2275,Clearing in the afternoon.
3/25/2022,46.8,77.4,0,0,36.7,17,16.9,30.2,9.9,Partially cloudy,Partly cloudy throughout the day.,2276,2276,Partly cloudy throughout the day.
3/26/2022,55.9,77.8,0,0,34.5,15.2,12.4,59.2,9.9,Partially cloudy,Partly cloudy throughout the day.,2277,2277,Partly cloudy throughout the day.
3/27/2022,56.9,78.5,0,0.5,33.2,40.1,25.7,75.5,9.9,Partially cloudy,Partly cloudy throughout the day.,2278,2278,Partly cloudy throughout the day.
3/28/2022,55.6,68.7,0,1.1,33.1,44.5,27.1,70.1,9.7,Partially cloudy,Partly cloudy throughout the day.,2279,2279,Partly cloudy throughout the day.
3/29/2022,48.4,59.7,0,0.6,33.9,37.8,24,82.4,9.9,Partially cloudy,Partly cloudy throughout the day.,2280,2280,Partly cloudy throughout the day.
3/30/2022,43.8,58.9,0,0.2,32.7,24,15.9,59.5,9.9,Partially cloudy,Clearing in the afternoon.,2281,2281,Clearing in the afternoon.
3/31/2022,41.8,51.9,0.01,0.1,32.6,18.3,15.3,81.5,9.8,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,2282,2282,Partly cloudy throughout the day with afternoon rain or snow.
4/1/2022,35.5,57.3,0,0,31.6,11.6,9.8,45.5,9.9,Partially cloudy,Becoming cloudy in the afternoon.,2283,2283,Becoming cloudy in the afternoon.
4/2/2022,41.9,65.5,0,0,30.1,20.6,15.2,63,9.9,Partially cloudy,Partly cloudy throughout the day.,2284,2284,Partly cloudy throughout the day.
4/3/2022,39,61.5,0,0,28.7,20.8,10.4,53.8,9.9,Partially cloudy,Partly cloudy throughout the day.,2285,2285,Partly cloudy throughout the day.
